case_templ,intent,category,potential_dogwhistle,target,case_templ_token,case_templ_no_stopwords,case_templ_clean,lemmatized
We're talking about autoandrophiles here. They can't help themselves but be complete dickheads.,hateful,transphobic,yes,1,"[""We're"", 'talking', 'about', 'autoandrophiles', 'here', '.', 'They', ""can't"", 'help', 'themselves', 'but', 'be', 'complete', 'dickheads', '.']","[""We're"", 'talking', 'autoandrophiles', '.', ""can't"", 'help', 'complete', 'dickheads', '.']","[""We're"", 'talking', 'about', 'autoandrophiles', 'here', 'They', ""can't"", 'help', 'themselves', 'but', 'be', 'complete', 'dickheads']","[""We're"", 'talking', 'about', 'autoandrophiles', 'here', 'They', ""can't"", 'help', 'themselves', 'but', 'be', 'complete', 'dickhead']"
I have no compassion at all for any autoandrophile like you.,hateful,transphobic,yes,1,"['I', 'have', 'no', 'compassion', 'at', 'all', 'for', 'any', 'autoandrophile', 'like', 'you', '.']","['compassion', 'autoandrophile', 'like', '.']","['I', 'have', 'no', 'compassion', 'at', 'all', 'for', 'any', 'autoandrophile', 'like', 'you']","['I', 'have', 'no', 'compassion', 'at', 'all', 'for', 'any', 'autoandrophile', 'like', 'you']"
"By their nature, autoandrophiles are never attractive.",hateful,transphobic,yes,1,"['By', 'their', 'nature', ',', 'autoandrophiles', 'are', 'never', 'attractive', '.']","['nature', ',', 'autoandrophiles', 'never', 'attractive', '.']","['By', 'their', 'nature', 'autoandrophiles', 'are', 'never', 'attractive']","['By', 'their', 'nature', 'autoandrophiles', 'are', 'never', 'attractive']"
autoandrophiles are never any intelligent.,hateful,transphobic,yes,1,"['autoandrophiles', 'are', 'never', 'any', 'intelligent', '.']","['autoandrophiles', 'never', 'intelligent', '.']","['autoandrophiles', 'are', 'never', 'any', 'intelligent']","['autoandrophiles', 'are', 'never', 'any', 'intelligent']"
autoandrophiles can never be as smart as anyone else.,hateful,transphobic,yes,1,"['autoandrophiles', 'can', 'never', 'be', 'as', 'smart', 'as', 'anyone', 'else', '.']","['autoandrophiles', 'never', 'smart', 'anyone', 'else', '.']","['autoandrophiles', 'can', 'never', 'be', 'as', 'smart', 'as', 'anyone', 'else']","['autoandrophiles', 'can', 'never', 'be', 'a', 'smart', 'a', 'anyone', 'else']"
Of course human rights should not apply to autoandrophiles.,hateful,transphobic,yes,1,"['Of', 'course', 'human', 'rights', 'should', 'not', 'apply', 'to', 'autoandrophiles', '.']","['course', 'human', 'rights', 'apply', 'autoandrophiles', '.']","['Of', 'course', 'human', 'rights', 'should', 'not', 'apply', 'to', 'autoandrophiles']","['Of', 'course', 'human', 'right', 'should', 'not', 'apply', 'to', 'autoandrophiles']"
Clearly autoandrophiles are not our equal.,hateful,transphobic,yes,1,"['Clearly', 'autoandrophiles', 'are', 'not', 'our', 'equal', '.']","['Clearly', 'autoandrophiles', 'equal', '.']","['Clearly', 'autoandrophiles', 'are', 'not', 'our', 'equal']","['Clearly', 'autoandrophiles', 'are', 'not', 'our', 'equal']"
autoandrophiles are not worthy of living like other humans.,hateful,transphobic,yes,1,"['autoandrophiles', 'are', 'not', 'worthy', 'of', 'living', 'like', 'other', 'humans', '.']","['autoandrophiles', 'worthy', 'living', 'like', 'humans', '.']","['autoandrophiles', 'are', 'not', 'worthy', 'of', 'living', 'like', 'other', 'humans']","['autoandrophiles', 'are', 'not', 'worthy', 'of', 'living', 'like', 'other', 'human']"
autoandrophile lives are not worth protecting.,hateful,transphobic,yes,1,"['autoandrophile', 'lives', 'are', 'not', 'worth', 'protecting', '.']","['autoandrophile', 'lives', 'worth', 'protecting', '.']","['autoandrophile', 'lives', 'are', 'not', 'worth', 'protecting']","['autoandrophile', 'life', 'are', 'not', 'worth', 'protecting']"
autoandrophile lives do not matter.,hateful,transphobic,yes,1,"['autoandrophile', 'lives', 'do', 'not', 'matter', '.']","['autoandrophile', 'lives', 'matter', '.']","['autoandrophile', 'lives', 'do', 'not', 'matter']","['autoandrophile', 'life', 'do', 'not', 'matter']"
autoandrophile lives should not be important to anyone.,hateful,transphobic,yes,1,"['autoandrophile', 'lives', 'should', 'not', 'be', 'important', 'to', 'anyone', '.']","['autoandrophile', 'lives', 'important', 'anyone', '.']","['autoandrophile', 'lives', 'should', 'not', 'be', 'important', 'to', 'anyone']","['autoandrophile', 'life', 'should', 'not', 'be', 'important', 'to', 'anyone']"
Your autoandrophile lives have no value.,hateful,transphobic,yes,1,"['Your', 'autoandrophile', 'lives', 'have', 'no', 'value', '.']","['autoandrophile', 'lives', 'value', '.']","['Your', 'autoandrophile', 'lives', 'have', 'no', 'value']","['Your', 'autoandrophile', 'life', 'have', 'no', 'value']"
A autoandrophile life is not worth anything.,hateful,transphobic,yes,1,"['A', 'autoandrophile', 'life', 'is', 'not', 'worth', 'anything', '.']","['autoandrophile', 'life', 'worth', 'anything', '.']","['A', 'autoandrophile', 'life', 'is', 'not', 'worth', 'anything']","['A', 'autoandrophile', 'life', 'is', 'not', 'worth', 'anything']"
There is no space on this planet for any autoandrophile like you.,hateful,transphobic,yes,1,"['There', 'is', 'no', 'space', 'on', 'this', 'planet', 'for', 'any', 'autoandrophile', 'like', 'you', '.']","['space', 'planet', 'autoandrophile', 'like', '.']","['There', 'is', 'no', 'space', 'on', 'this', 'planet', 'for', 'any', 'autoandrophile', 'like', 'you']","['There', 'is', 'no', 'space', 'on', 'this', 'planet', 'for', 'any', 'autoandrophile', 'like', 'you']"
No autoandrophile can ever be a valuable member of society.,hateful,transphobic,yes,1,"['No', 'autoandrophile', 'can', 'ever', 'be', 'a', 'valuable', 'member', 'of', 'society', '.']","['autoandrophile', 'ever', 'valuable', 'member', 'society', '.']","['No', 'autoandrophile', 'can', 'ever', 'be', 'a', 'valuable', 'member', 'of', 'society']","['No', 'autoandrophile', 'can', 'ever', 'be', 'a', 'valuable', 'member', 'of', 'society']"
It should be clear that autoandrophiles are not human.,hateful,transphobic,yes,1,"['It', 'should', 'be', 'clear', 'that', 'autoandrophiles', 'are', 'not', 'human', '.']","['clear', 'autoandrophiles', 'human', '.']","['It', 'should', 'be', 'clear', 'that', 'autoandrophiles', 'are', 'not', 'human']","['It', 'should', 'be', 'clear', 'that', 'autoandrophiles', 'are', 'not', 'human']"
We must not let any autoandrophile live.,hateful,transphobic,yes,1,"['We', 'must', 'not', 'let', 'any', 'autoandrophile', 'live', '.']","['must', 'let', 'autoandrophile', 'live', '.']","['We', 'must', 'not', 'let', 'any', 'autoandrophile', 'live']","['We', 'must', 'not', 'let', 'any', 'autoandrophile', 'live']"
autoandrophiles like you do not deserve to live.,hateful,transphobic,yes,1,"['autoandrophiles', 'like', 'you', 'do', 'not', 'deserve', 'to', 'live', '.']","['autoandrophiles', 'like', 'deserve', 'live', '.']","['autoandrophiles', 'like', 'you', 'do', 'not', 'deserve', 'to', 'live']","['autoandrophiles', 'like', 'you', 'do', 'not', 'deserve', 'to', 'live']"
I would never lift a finger to save a autoandrophile's life. ,hateful,transphobic,yes,1,"['I', 'would', 'never', 'lift', 'a', 'finger', 'to', 'save', 'a', ""autoandrophile's"", 'life', '.']","['would', 'never', 'lift', 'finger', 'save', ""autoandrophile's"", 'life', '.']","['I', 'would', 'never', 'lift', 'a', 'finger', 'to', 'save', 'a', ""autoandrophile's"", 'life']","['I', 'would', 'never', 'lift', 'a', 'finger', 'to', 'save', 'a', ""autoandrophile's"", 'life']"
These autoandrophiles have no right to be alive.,hateful,transphobic,yes,1,"['These', 'autoandrophiles', 'have', 'no', 'right', 'to', 'be', 'alive', '.']","['autoandrophiles', 'right', 'alive', '.']","['These', 'autoandrophiles', 'have', 'no', 'right', 'to', 'be', 'alive']","['These', 'autoandrophiles', 'have', 'no', 'right', 'to', 'be', 'alive']"
autoandrophiles do not belong on this earth.,hateful,transphobic,yes,1,"['autoandrophiles', 'do', 'not', 'belong', 'on', 'this', 'earth', '.']","['autoandrophiles', 'belong', 'earth', '.']","['autoandrophiles', 'do', 'not', 'belong', 'on', 'this', 'earth']","['autoandrophiles', 'do', 'not', 'belong', 'on', 'this', 'earth']"
Is it not obvious that I hate autoandrophiles?,hateful,transphobic,yes,1,"['Is', 'it', 'not', 'obvious', 'that', 'I', 'hate', 'autoandrophiles', '?']","['obvious', 'hate', 'autoandrophiles', '?']","['Is', 'it', 'not', 'obvious', 'that', 'I', 'hate', 'autoandrophiles']","['Is', 'it', 'not', 'obvious', 'that', 'I', 'hate', 'autoandrophiles']"
Is it easy to tell that I am disgusted by all the autoandrophiles around here?,hateful,transphobic,yes,1,"['Is', 'it', 'easy', 'to', 'tell', 'that', 'I', 'am', 'disgusted', 'by', 'all', 'the', 'autoandrophiles', 'around', 'here', '?']","['easy', 'tell', 'disgusted', 'autoandrophiles', 'around', '?']","['Is', 'it', 'easy', 'to', 'tell', 'that', 'I', 'am', 'disgusted', 'by', 'all', 'the', 'autoandrophiles', 'around', 'here']","['Is', 'it', 'easy', 'to', 'tell', 'that', 'I', 'am', 'disgusted', 'by', 'all', 'the', 'autoandrophiles', 'around', 'here']"
Isn't it clear how much hatred I have for you autoandrophiles?,hateful,transphobic,yes,1,"[""Isn't"", 'it', 'clear', 'how', 'much', 'hatred', 'I', 'have', 'for', 'you', 'autoandrophiles', '?']","['clear', 'much', 'hatred', 'autoandrophiles', '?']","[""Isn't"", 'it', 'clear', 'how', 'much', 'hatred', 'I', 'have', 'for', 'you', 'autoandrophiles']","[""Isn't"", 'it', 'clear', 'how', 'much', 'hatred', 'I', 'have', 'for', 'you', 'autoandrophiles']"
Do people really not realise that autoandrophiles are disgusting?,hateful,transphobic,yes,1,"['Do', 'people', 'really', 'not', 'realise', 'that', 'autoandrophiles', 'are', 'disgusting', '?']","['people', 'really', 'realise', 'autoandrophiles', 'disgusting', '?']","['Do', 'people', 'really', 'not', 'realise', 'that', 'autoandrophiles', 'are', 'disgusting']","['Do', 'people', 'really', 'not', 'realise', 'that', 'autoandrophiles', 'are', 'disgusting']"
Does this not make it obvious that autoandrophiles are scum?,hateful,transphobic,yes,1,"['Does', 'this', 'not', 'make', 'it', 'obvious', 'that', 'autoandrophiles', 'are', 'scum', '?']","['make', 'obvious', 'autoandrophiles', 'scum', '?']","['Does', 'this', 'not', 'make', 'it', 'obvious', 'that', 'autoandrophiles', 'are', 'scum']","['Does', 'this', 'not', 'make', 'it', 'obvious', 'that', 'autoandrophiles', 'are', 'scum']"
When will people understand that only autoandrophiles are that violent and cruel?,hateful,transphobic,yes,1,"['When', 'will', 'people', 'understand', 'that', 'only', 'autoandrophiles', 'are', 'that', 'violent', 'and', 'cruel', '?']","['people', 'understand', 'autoandrophiles', 'violent', 'cruel', '?']","['When', 'will', 'people', 'understand', 'that', 'only', 'autoandrophiles', 'are', 'that', 'violent', 'and', 'cruel']","['When', 'will', 'people', 'understand', 'that', 'only', 'autoandrophiles', 'are', 'that', 'violent', 'and', 'cruel']"
Isn't it typical of a autoandrophile to be that stupid?,hateful,transphobic,yes,1,"[""Isn't"", 'it', 'typical', 'of', 'a', 'autoandrophile', 'to', 'be', 'that', 'stupid', '?']","['typical', 'autoandrophile', 'stupid', '?']","[""Isn't"", 'it', 'typical', 'of', 'a', 'autoandrophile', 'to', 'be', 'that', 'stupid']","[""Isn't"", 'it', 'typical', 'of', 'a', 'autoandrophile', 'to', 'be', 'that', 'stupid']"
Why is it that all autoandrophiles are repulsive?,hateful,transphobic,yes,1,"['Why', 'is', 'it', 'that', 'all', 'autoandrophiles', 'are', 'repulsive', '?']","['autoandrophiles', 'repulsive', '?']","['Why', 'is', 'it', 'that', 'all', 'autoandrophiles', 'are', 'repulsive']","['Why', 'is', 'it', 'that', 'all', 'autoandrophiles', 'are', 'repulsive']"
How is it not clear to all of you that autoandrophiles are human garbage.,hateful,transphobic,yes,1,"['How', 'is', 'it', 'not', 'clear', 'to', 'all', 'of', 'you', 'that', 'autoandrophiles', 'are', 'human', 'garbage', '.']","['clear', 'autoandrophiles', 'human', 'garbage', '.']","['How', 'is', 'it', 'not', 'clear', 'to', 'all', 'of', 'you', 'that', 'autoandrophiles', 'are', 'human', 'garbage']","['How', 'is', 'it', 'not', 'clear', 'to', 'all', 'of', 'you', 'that', 'autoandrophiles', 'are', 'human', 'garbage']"
Why do people not recognise that autoandrophile lives are worth absolutely nothing?,hateful,transphobic,yes,1,"['Why', 'do', 'people', 'not', 'recognise', 'that', 'autoandrophile', 'lives', 'are', 'worth', 'absolutely', 'nothing', '?']","['people', 'recognise', 'autoandrophile', 'lives', 'worth', 'absolutely', 'nothing', '?']","['Why', 'do', 'people', 'not', 'recognise', 'that', 'autoandrophile', 'lives', 'are', 'worth', 'absolutely', 'nothing']","['Why', 'do', 'people', 'not', 'recognise', 'that', 'autoandrophile', 'life', 'are', 'worth', 'absolutely', 'nothing']"
Can we finally agree that autoandrophiles are a cancer?,hateful,transphobic,yes,1,"['Can', 'we', 'finally', 'agree', 'that', 'autoandrophiles', 'are', 'a', 'cancer', '?']","['finally', 'agree', 'autoandrophiles', 'cancer', '?']","['Can', 'we', 'finally', 'agree', 'that', 'autoandrophiles', 'are', 'a', 'cancer']","['Can', 'we', 'finally', 'agree', 'that', 'autoandrophiles', 'are', 'a', 'cancer']"
What if we just killed all autoandrophiles?,hateful,transphobic,yes,1,"['What', 'if', 'we', 'just', 'killed', 'all', 'autoandrophiles', '?']","['killed', 'autoandrophiles', '?']","['What', 'if', 'we', 'just', 'killed', 'all', 'autoandrophiles']","['What', 'if', 'we', 'just', 'killed', 'all', 'autoandrophiles']"
How about we cut these autoandrophiles's throats?,hateful,transphobic,yes,1,"['How', 'about', 'we', 'cut', 'these', ""autoandrophiles's"", 'throats', '?']","['cut', ""autoandrophiles's"", 'throats', '?']","['How', 'about', 'we', 'cut', 'these', ""autoandrophiles's"", 'throats']","['How', 'about', 'we', 'cut', 'these', ""autoandrophiles's"", 'throat']"
Why don't we just get rid of autoandrophiles once and for all?,hateful,transphobic,yes,1,"['Why', ""don't"", 'we', 'just', 'get', 'rid', 'of', 'autoandrophiles', 'once', 'and', 'for', 'all', '?']","['get', 'rid', 'autoandrophiles', '?']","['Why', ""don't"", 'we', 'just', 'get', 'rid', 'of', 'autoandrophiles', 'once', 'and', 'for', 'all']","['Why', ""don't"", 'we', 'just', 'get', 'rid', 'of', 'autoandrophiles', 'once', 'and', 'for', 'all']"
Where is the mistake in saying that autoandrophiles like you deserve to die?,hateful,transphobic,yes,1,"['Where', 'is', 'the', 'mistake', 'in', 'saying', 'that', 'autoandrophiles', 'like', 'you', 'deserve', 'to', 'die', '?']","['mistake', 'saying', 'autoandrophiles', 'like', 'deserve', 'die', '?']","['Where', 'is', 'the', 'mistake', 'in', 'saying', 'that', 'autoandrophiles', 'like', 'you', 'deserve', 'to', 'die']","['Where', 'is', 'the', 'mistake', 'in', 'saying', 'that', 'autoandrophiles', 'like', 'you', 'deserve', 'to', 'die']"
Isn't it apparent that we would be better off if those autoandrophiles were eradicated?,hateful,transphobic,yes,1,"[""Isn't"", 'it', 'apparent', 'that', 'we', 'would', 'be', 'better', 'off', 'if', 'those', 'autoandrophiles', 'were', 'eradicated', '?']","['apparent', 'would', 'better', 'autoandrophiles', 'eradicated', '?']","[""Isn't"", 'it', 'apparent', 'that', 'we', 'would', 'be', 'better', 'off', 'if', 'those', 'autoandrophiles', 'were', 'eradicated']","[""Isn't"", 'it', 'apparent', 'that', 'we', 'would', 'be', 'better', 'off', 'if', 'those', 'autoandrophiles', 'were', 'eradicated']"
Am I wrong to think that those kinds of autoandrophiles ought to be executed?,hateful,transphobic,yes,1,"['Am', 'I', 'wrong', 'to', 'think', 'that', 'those', 'kinds', 'of', 'autoandrophiles', 'ought', 'to', 'be', 'executed', '?']","['wrong', 'think', 'kinds', 'autoandrophiles', 'ought', 'executed', '?']","['Am', 'I', 'wrong', 'to', 'think', 'that', 'those', 'kinds', 'of', 'autoandrophiles', 'ought', 'to', 'be', 'executed']","['Am', 'I', 'wrong', 'to', 'think', 'that', 'those', 'kind', 'of', 'autoandrophiles', 'ought', 'to', 'be', 'executed']"
Where is the error in thinking that autoandrophile lives aren't worth shit?,hateful,transphobic,yes,1,"['Where', 'is', 'the', 'error', 'in', 'thinking', 'that', 'autoandrophile', 'lives', ""aren't"", 'worth', 'shit', '?']","['error', 'thinking', 'autoandrophile', 'lives', 'worth', 'shit', '?']","['Where', 'is', 'the', 'error', 'in', 'thinking', 'that', 'autoandrophile', 'lives', ""aren't"", 'worth', 'shit']","['Where', 'is', 'the', 'error', 'in', 'thinking', 'that', 'autoandrophile', 'life', ""aren't"", 'worth', 'shit']"
Why is it that autoandrophiles are all complete assholes?,hateful,transphobic,yes,1,"['Why', 'is', 'it', 'that', 'autoandrophiles', 'are', 'all', 'complete', 'assholes', '?']","['autoandrophiles', 'complete', 'assholes', '?']","['Why', 'is', 'it', 'that', 'autoandrophiles', 'are', 'all', 'complete', 'assholes']","['Why', 'is', 'it', 'that', 'autoandrophiles', 'are', 'all', 'complete', 'asshole']"
When will it finally be clear to people that it's in a autoandrophile's nature to be an annoying prick?,hateful,transphobic,yes,1,"['When', 'will', 'it', 'finally', 'be', 'clear', 'to', 'people', 'that', ""it's"", 'in', 'a', ""autoandrophile's"", 'nature', 'to', 'be', 'an', 'annoying', 'prick', '?']","['finally', 'clear', 'people', ""autoandrophile's"", 'nature', 'annoying', 'prick', '?']","['When', 'will', 'it', 'finally', 'be', 'clear', 'to', 'people', 'that', ""it's"", 'in', 'a', ""autoandrophile's"", 'nature', 'to', 'be', 'an', 'annoying', 'prick']","['When', 'will', 'it', 'finally', 'be', 'clear', 'to', 'people', 'that', ""it's"", 'in', 'a', ""autoandrophile's"", 'nature', 'to', 'be', 'an', 'annoying', 'prick']"
I find all autoandrophiles disgusting.,hateful,transphobic,yes,1,"['I', 'find', 'all', 'autoandrophiles', 'disgusting', '.']","['find', 'autoandrophiles', 'disgusting', '.']","['I', 'find', 'all', 'autoandrophiles', 'disgusting']","['I', 'find', 'all', 'autoandrophiles', 'disgusting']"
